age;player_height;player_weight;college;country;draft_year;draft_round
30;185.42;83.91452;Clemson;USA;2001;2
26;182.88;83.91452;Georgia Tech;USA;Undrafted;Undrafted
24;205.74;93.893544;None;USA;2003;1
22;205.74;111.13004;Alabama-Birmingham;USA;2008;2
32;200.66;108.86208;Miami (OH);USA;1999;1
23;195.58;95.25432;Florida State;USA;2005;2
28;208.28;106.59412;None;Serbia;2001;1
32;198.12;99.79024;North Carolina;USA;1998;1
29;203.2;106.59412;Florida;USA;Undrafted;Undrafted
26;215.9;106.59412;None;USA;2001;1
22;205.74;97.52228;Louisiana State;USA;2006;1
32;182.88;79.3786;Nebraska;USA;1998;1
29;210.82;111.13004;Notre Dame;USA;2001;1
24;195.58;98.883056;Jackson State;USA;Undrafted;Undrafted
24;203.2;95.25432;UCLA;USA;2004;2
30;205.74;102.0582;None;USA;Undrafted;Undrafted
25;205.74;113.398;Duke;USA;2006;1
23;205.74;102.0582;Memphis;USA;2006;1
31;200.66;103.418976;Nevada-Las Vegas;USA;1999;1
21;213.36;115.66596;Stanford;USA;2008;1
23;215.9;122.46984;None;USA;2004;1
24;205.74;105.233344;Notre Dame;USA;Undrafted;Undrafted
29;200.66;88.45044;Iowa;USA;1998;1
29;200.66;102.0582;Arizona;USA;2001;1
31;200.66;87.543256;Connecticut;USA;1999;1
24;203.2;94.347136;South Carolina;USA;2006;1
29;203.2;111.13004;Iowa;USA;Undrafted;Undrafted
25;185.42;89.811216;North Carolina;USA;2005;1
33;195.58;92.98636;Connecticut;USA;1996;1
30;200.66;92.98636;La Salle;USA;2002;2
25;200.66;91.171992;Memphis;USA;2006;1
33;213.36;115.66596;None;Slovenia;1998;1
29;208.28;104.32616;None;USA;1998;2
24;193.04;97.52228;North Carolina;USA;2005;1
25;193.04;96.615096;Villanova;USA;2006;1
23;210.82;124.7378;Kentucky;USA;Undrafted;Undrafted
23;190.5;86.18248;Nevada;USA;2007;2
23;185.42;77.564232;Kentucky;USA;2006;1
32;195.58;97.52228;Florida International;U.S. Virgin Islands;Undrafted;Undrafted
32;187.96;79.3786;Fresno State;USA;1998;2
28;198.12;87.543256;Southern Methodist;USA;Undrafted;Undrafted
25;190.5;79.3786;Rutgers;USA;2006;1
29;198.12;106.59412;DePaul;USA;2000;1
34;210.82;104.32616;North Carolina;USA;1995;1
23;195.58;92.98636;Eastern Washington;USA;2007;1
28;195.58;96.161504;Virginia;USA;2002;2
24;195.58;83.007336;None;USA;2005;2
25;208.28;108.86208;Duke;USA;Undrafted;Undrafted
37;215.9;147.4174;Louisiana State;USA;1992;1
23;193.04;95.707912;Michigan State;USA;2006;1
30;203.2;99.79024;Duke;USA;2001;1
23;190.5;79.832192;None;Spain;2006;1
24;182.88;79.3786;None;USA;2004;1
22;208.28;106.59412;Boston College;USA;2007;1
23;182.88;83.91452;Virginia;USA;2008;2
25;205.74;120.655472;North Carolina;USA;2005;1
33;208.28;113.398;California;New Zealand;1998;2
25;200.66;92.98636;None;Slovenia;2004;1
25;200.66;106.59412;None;Montenegro;2003;1
29;210.82;113.398;Seton Hall;Haiti;2001;1
24;213.36;104.32616;UCLA;USA;2006;2
26;200.66;111.13004;Providence;USA;2005;2
33;205.74;98.883056;Iowa;USA;1998;2
21;208.28;108.86208;California;USA;2008;1
20;190.5;84.821704;UCLA;USA;2008;1
22;203.2;100.697424;Connecticut;USA;2006;1
24;198.12;83.91452;None;Spain;2007;1
27;193.04;97.52228;Texas;USA;2004;2
22;218.44;126.098576;Georgetown;USA;2008;1
26;208.28;113.398;Gonzaga;France;2005;2
26;187.96;83.460928;Utah Valley;USA;Undrafted;Undrafted
24;200.66;102.965384;Arkansas;USA;2006;1
32;208.28;103.872568;None;Serbia and Montenegro;1996;1
29;200.66;95.25432;Wake Forest;USA;2003;1
23;213.36;112.037224;None;France;2005;1
27;190.5;95.25432;None;Spain;Undrafted;Undrafted
26;185.42;83.91452;Duke;USA;2004;2
22;200.66;90.7184;Memphis;USA;2008;2
25;208.28;104.32616;Georgia Tech;USA;2003;1
30;208.28;103.418976;Blinn;USA;Undrafted;Undrafted
24;215.9;111.13004;None;USA;2006;2
32;190.5;91.625584;Colorado;USA;1997;1
24;210.82;105.233344;Connecticut;USA;2005;1
30;190.5;90.7184;Michigan State;USA;Undrafted;Undrafted
26;210.82;111.13004;Arizona;USA;2005;1
23;205.74;106.59412;North Carolina State;USA;2006;1
24;200.66;99.79024;Kansas State;USA;Undrafted;Undrafted
27;213.36;120.20188;Central Michigan;USA;2003;1
29;200.66;103.418976;Connecticut;USA;2002;1
27;205.74;120.655472;Duke;USA;2002;2
25;205.74;112.490816;Purdue;USA;2007;2
33;210.82;104.32616;Penn State;USA;1999;2
22;198.12;102.965384;None;USA;2005;2
25;187.96;79.3786;Tennessee;USA;Undrafted;Undrafted
38;200.66;90.7184;Cal State-Fullerton;USA;Undrafted;Undrafted
21;213.36;117.93392;Stanford;USA;2008;1
33;205.74;115.66596;Baylor;USA;1998;1
31;205.74;106.59412;Southern California;USA;2001;2
28;205.74;113.398;Illinois;USA;2003;1
32;203.2;108.86208;Purdue;USA;2000;2
25;203.2;104.32616;Syracuse;USA;2003;1
33;177.8;75.296272;Stanford;USA;1997;1
29;213.36;120.20188;Texas;USA;2000;1
25;187.96;79.3786;Notre Dame;USA;Undrafted;Undrafted
23;205.74;114.758776;Kansas;USA;2008;2
24;213.36;124.7378;None;Serbia;2003;1
31;205.74;112.490816;Wake Forest;Lithuania;2002;2
27;205.74;106.59412;None;USA;2000;1
26;203.2;103.418976;New Mexico;USA;2005;1
20;208.28;102.0582;None;Italy;2008;1
23;187.96;90.7184;Texas;USA;2006;2
31;210.82;111.13004;UCLA;Netherlands;2002;2
32;190.5;88.45044;Houston;USA;Undrafted;Undrafted
29;198.12;102.0582;Georgia;USA;Undrafted;Undrafted
28;198.12;95.25432;Duke;USA;2003;1
24;182.88;79.3786;Wake Forest;USA;2005;1
22;195.58;95.25432;Ohio State;USA;2007;1
28;213.36;115.66596;None;Democratic Republic of the Congo;Undrafted;Undrafted
21;182.88;81.64656;Texas;USA;2008;1
33;193.04;97.52228;Rhode Island;USA;1998;2
25;200.66;113.398;Boston College;USA;2006;2
25;210.82;111.13004;Michigan;USA;Undrafted;Undrafted
23;195.58;90.7184;Western Kentucky;USA;2008;1
29;198.12;102.0582;Duke;USA;1999;1
23;205.74;85.275296;Florida;USA;2007;1
34;180.34;83.91452;South Florida;USA;Undrafted;Undrafted
26;198.12;107.954896;Kentucky;USA;Undrafted;Undrafted
26;208.28;106.59412;Maryland;USA;2002;1
22;205.74;113.851592;Indiana;USA;2008;1
21;205.74;102.0582;Kansas;USA;2008;1
37;200.66;95.25432;Oregon State;USA;1995;1
23;198.12;95.25432;Kansas;USA;2008;1
24;213.36;117.93392;Utah;Australia;2005;1
29;200.66;102.0582;None;Argentina;Undrafted;Undrafted
28;205.74;102.0582;None;Russia;1999;1
23;213.36;113.398;None;Italy;2006;1
33;187.96;90.7184;Utah;USA;1999;1
25;198.12;93.893544;Arizona;USA;2004;1
28;205.74;111.13004;DePaul;USA;Undrafted;Undrafted
22;210.82;112.490816;None;USA;2005;2
26;210.82;117.93392;None;Brazil;2004;2
22;205.74;95.25432;None;USA;2005;2
26;208.28;112.944408;None;USA;2002;1
21;213.36;129.27372;None;USA;2005;1
34;182.88;81.64656;Georgetown;USA;1996;1
26;195.58;83.91452;Pepperdine;USA;2005;2
25;198.12;92.98636;Wisconsin;USA;2007;1
25;203.2;99.79024;Florida State;USA;2007;1
24;208.28;120.20188;None;USA;2004;1
23;208.28;111.13004;Florida;Dominican Republic;2007;1
29;205.74;113.398;None;USA;1998;1
34;208.28;122.46984;Colgate;St. Vincent & Grenadines;1997;1
24;203.2;92.98636;Gonzaga;USA;2006;1
24;190.5;91.625584;Texas A&M;USA;2007;1
24;213.36;122.46984;Pittsburgh;USA;2007;2
24;208.28;107.501304;Connecticut;USA;2006;1
21;213.36;99.79024;None;France;2008;1
29;213.36;119.294696;North Carolina;USA;2001;1
23;210.82;108.86208;None;Latvia;2004;1
34;187.96;88.45044;Hawaii;USA;Undrafted;Undrafted
24;198.12;95.707912;Washington;USA;2006;1
24;203.2;113.398;Louisiana State;USA;2005;2
21;208.28;95.25432;North Carolina;USA;2007;1
33;213.36;118.387512;Purdue;USA;Undrafted;Undrafted
27;203.2;106.59412;None;France;2003;1
29;198.12;104.32616;DePaul;USA;2001;2
36;185.42;83.91452;Minnesota;USA;1997;1
24;187.96;79.3786;Cal State-Fullerton;USA;Undrafted;Undrafted
25;187.96;86.18248;Missouri State;USA;Undrafted;Undrafted
26;190.5;92.98636;None;Slovenia;2004;1
34;205.74;108.86208;Virginia Union;USA;Undrafted;Undrafted
33;205.74;106.59412;North Carolina;USA;1998;1
26;190.5;90.7184;Connecticut;USA;2004;1
34;208.28;108.86208;Providence;USA;1997;1
23;195.58;97.52228;UCLA;USA;2007;1
34;205.74;111.13004;Alabama;USA;1995;1
34;193.04;92.98636;Bowling Green;USA;1997;1
25;200.66;97.52228;Texas A&M;USA;2005;1
24;203.2;108.86208;Creighton;USA;Undrafted;Undrafted
26;187.96;81.64656;Florida;USA;Undrafted;Undrafted
19;208.28;95.25432;Louisiana State;USA;2008;1
34;198.12;97.52228;Bradley;USA;1997;1
23;195.58;95.25432;Georgia Tech;USA;Undrafted;Undrafted
34;190.5;88.45044;College of Charleston;USA;1997;2
30;190.5;97.52228;UCLA;USA;1999;1
26;205.74;108.86208;Florida;USA;2005;1
24;182.88;73.028312;Oregon;USA;2007;1
20;210.82;113.398;Texas A&M;USA;2008;2
30;213.36;115.66596;Stanford;USA;2001;1
27;203.2;103.418976;Georgia;USA;2003;1
30;210.82;112.944408;Stanford;USA;2001;2
25;190.5;89.357624;Georgia Tech;USA;2005;1
27;210.82;108.86208;Indiana;USA;2002;1
23;200.66;102.0582;Boston College;USA;2007;1
26;200.66;90.7184;Cincinnati;USA;2006;2
27;203.2;104.32616;Murray State;USA;Undrafted;Undrafted
32;203.2;98.429464;Xavier;USA;1999;1
28;203.2;99.79024;Miami (FL);USA;2003;2
27;182.88;86.18248;Saint Joseph's;USA;2004;1
31;190.5;81.64656;Syracuse;USA;2000;2
29;203.2;90.7184;Meridian Community College;USA;Undrafted;Undrafted
31;210.82;120.20188;Kentucky;Canada;2000;1
31;210.82;115.66596;Connecticut;USA;2000;2
34;185.42;86.18248;Kansas;USA;1997;1
21;213.36;107.501304;Nevada;USA;2008;1
23;198.12;99.79024;None;USA;2004;1
25;193.04;86.18248;Duke;USA;2006;1
20;205.74;109.769264;North Carolina State;USA;2008;1
24;195.58;97.52228;New Mexico;USA;2008;1
25;182.88;79.3786;Northeastern;Puerto Rico;Undrafted;Undrafted
31;195.58;99.79024;Portland State;USA;Undrafted;Undrafted
25;205.74;113.398;Arizona State;USA;2005;1
29;195.58;90.7184;Michigan;USA;2000;1
24;210.82;106.59412;Connecticut;USA;2006;1
28;203.2;97.52228;UCLA;USA;2003;2
26;200.66;117.93392;Cincinnati;USA;2005;1
28;205.74;108.86208;Xavier;USA;2003;1
29;198.12;93.893544;Miami (FL);USA;2002;1
27;200.66;102.0582;Oklahoma State;USA;2005;1
25;203.2;121.562656;Memphis;USA;2008;2
29;215.9;111.13004;Minnesota;USA;2000;1
26;205.74;111.13004;Nevada-Las Vegas;Canada;Undrafted;Undrafted
33;208.28;102.0582;Maryland;USA;1995;1
28;200.66;108.86208;Arkansas;USA;2001;1
23;195.58;95.25432;Kentucky;USA;2008;2
22;203.2;104.32616;West Virginia;USA;2008;1
24;210.82;105.233344;Florida;USA;2007;1
36;193.04;95.25432;California;USA;1994;1
20;190.5;90.7184;Arizona;USA;2008;1
33;215.9;129.27372;Florida A&M;USA;1998;2
24;208.28;104.32616;Alabama;USA;2007;2
30;210.82;117.026736;None;USA;1996;1
25;200.66;88.45044;Delta State;USA;Undrafted;Undrafted
22;205.74;106.59412;Georgetown;USA;2007;1
32;210.82;113.398;Texas State;USA;1999;1
26;205.74;98.883056;North Carolina;USA;Undrafted;Undrafted
21;195.58;90.7184;Georgia Tech;USA;2007;1
22;210.82;113.398;Rider;USA;2008;1
31;187.96;81.64656;Arizona;USA;1999;1
28;198.12;102.0582;Michigan State;USA;2001;1
34;198.12;98.883056;North Carolina;USA;1995;1
21;198.12;99.79024;Kansas State;USA;2008;2
22;187.96;81.64656;UCLA;USA;2006;1
25;193.04;99.79024;Arizona;USA;2006;2
23;210.82;120.20188;None;USA;2004;1
26;208.28;113.851592;Saint Joseph's;USA;Undrafted;Undrafted
27;208.28;113.398;Kansas;USA;2002;1
23;205.74;95.25432;None;USA;2004;1
36;205.74;111.13004;Connecticut;USA;1994;1
25;195.58;88.45044;Arkansas;USA;Undrafted;Undrafted
21;210.82;102.511792;Syracuse;USA;2008;1
23;205.74;99.79024;Fresno State;USA;2007;2
31;213.36;111.13004;None;Germany;1998;1
30;208.28;99.79024;None;Turkey;2000;1
26;190.5;83.91452;Wisconsin;USA;2004;1
27;193.04;97.975872;Marquette;USA;2003;1
30;195.58;95.25432;Texas-San Antonio;USA;Undrafted;Undrafted
31;195.58;100.697424;Oklahoma State;USA;2000;1
27;195.58;99.79024;Southern California;USA;Undrafted;Undrafted
20;190.5;86.18248;Memphis;USA;2008;1
25;190.5;93.893544;Illinois;USA;2005;1
34;185.42;95.25432;Arkansas-Little Rock;USA;1996;1
24;203.2;97.975872;Syracuse;USA;2007;2
25;190.5;81.64656;Saint Joseph's;USA;2004;1
24;182.88;83.91452;Illinois;USA;2006;2
28;195.58;98.883056;None;USA;2000;1
27;213.36;127.00576;None;Senegal;2001;1
23;193.04;90.7184;Duke;USA;Undrafted;Undrafted
31;203.2;106.59412;Augsburg;USA;1999;1
30;185.42;83.91452;UCLA;USA;2001;2
43;218.44;117.93392;Georgetown;Congo;1991;1
31;185.42;79.3786;Arizona State;USA;2000;2
30;182.88;86.18248;Weber State;USA;Undrafted;Undrafted
26;205.74;99.336648;Syracuse;USA;2005;1
21;213.36;129.27372;Ohio State;USA;2007;1
32;193.04;95.25432;Clemson;USA;1998;2
36;203.2;102.0582;Duke;USA;1994;1
23;193.04;81.64656;None;Slovenia;2008;2
23;205.74;131.088088;Louisiana State;USA;2007;2
27;193.04;97.52228;Arizona;USA;2001;2
26;200.66;99.79024;Alabama;USA;2001;1
23;203.2;90.7184;None;USA;2005;1
23;187.96;81.64656;Indiana Purdue-Indianapolis;USA;2008;1
23;193.04;77.11064;Southern California;USA;2007;2
24;218.44;115.212368;None;Iran;Undrafted;Undrafted
27;200.66;88.45044;Louisville;Dominican Republic;2005;1
33;213.36;106.59412;California;Netherlands;1999;2
29;190.5;90.7184;Shaw;USA;2002;2
34;208.28;111.13004;None;Argentina;Undrafted;Undrafted
31;208.28;117.93392;Syracuse;USA;2000;1
33;210.82;120.20188;Mississippi State;USA;1996;1
20;190.5;100.697424;Indiana;USA;2008;1
26;208.28;115.66596;Connecticut;USA;2004;1
30;205.74;115.212368;Duke;USA;1999;1
32;203.2;106.59412;Oklahoma;Mexico;2000;2
26;210.82;129.27372;None;USA;2001;1
30;187.96;102.0582;Oregon;USA;2002;1
25;203.2;94.347136;South Carolina;USA;2006;1
23;201;86;Virginia Military Institute;USA;Undrafted;Undrafted
30;203.2;111.13004;Iowa;USA;Undrafted;Undrafted
26;185.42;89.811216;North Carolina;USA;2005;1
30;208.28;104.32616;None;USA;1998;2
31;200.66;92.98636;La Salle;USA;2002;2
34;213.36;115.66596;None;Slovenia;1998;1
35;210.82;104.32616;North Carolina;USA;1995;1
32;200.66;87.543256;Connecticut;USA;1999;1
34;195.58;92.98636;Connecticut;USA;1996;1
30;200.66;102.0582;Arizona;USA;2001;1
29;195.58;96.161504;Virginia;USA;2002;2
22;213.36;115.66596;Stanford;USA;2008;1
26;200.66;92.98636;Memphis;USA;2006;1
24;195.58;92.98636;Eastern Washington;USA;2007;1
22;182.88;77.11064;None;France;2009;1
25;195.58;86.18248;None;USA;2005;2
25;200.66;102.965384;Arkansas;USA;2006;1
27;187.96;83.460928;Utah Valley;USA;Undrafted;Undrafted
27;208.28;113.398;Gonzaga;France;2005;2
23;218.44;126.098576;Georgetown;USA;2008;1
28;193.04;97.52228;Texas;USA;2004;2
30;200.66;88.45044;Iowa;USA;1998;1
26;193.04;96.615096;Villanova;USA;2006;1
26;213.36;108.86208;None;Serbia and Montenegro;2002;1
24;190.5;86.18248;Nevada;USA;2007;2
27;210.82;113.398;None;Brazil;2002;1
29;208.28;115.66596;Kansas;USA;2003;1
25;198.12;90.7184;Southern California;USA;2007;1
21;203.2;90.7184;None;France;2008;1
22;193.04;95.25432;Southern California;USA;2008;1
24;213.36;106.140528;None;Ukraine;2006;1
26;187.96;86.18248;Houston;USA;Undrafted;Undrafted
22;205.74;102.0582;None;Israel;2009;1
24;203.2;102.0582;Ohio State;USA;Undrafted;Undrafted
24;195.58;95.25432;Robert Morris (IL);USA;Undrafted;Undrafted
24;213.36;113.398;Bradley;USA;2006;1
24;210.82;124.7378;Kentucky;USA;Undrafted;Undrafted
21;182.88;83.91452;Saint Mary's (CA);Australia;2009;2
25;210.82;122.46984;Michigan State;USA;2006;2
25;203.2;113.398;Louisiana Tech;USA;2006;2
32;200.66;106.59412;Kansas;USA;1998;1
33;208.28;103.872568;None;Serbia and Montenegro;1996;1
26;205.74;106.59412;George Washington;USA;Undrafted;Undrafted
30;215.9;115.66596;None;Slovenia;2000;1
30;198.12;103.418976;DePaul;USA;2000;1
29;198.12;87.543256;Southern Methodist;USA;Undrafted;Undrafted
33;187.96;79.3786;Fresno State;USA;1998;2
33;195.58;97.52228;Florida International;U.S. Virgin Islands;Undrafted;Undrafted
24;185.42;77.564232;Kentucky;USA;2006;1
29;213.36;113.398;None;Spain;2001;1
25;198.12;83.91452;None;Spain;2007;1
22;215.9;111.13004;Washington;USA;2007;1
21;190.5;84.821704;UCLA;USA;2008;1
36;190.5;80.739376;Santa Clara;Canada;1996;1
27;208.28;108.86208;Marquette;USA;2006;2
28;213.36;108.86208;DePaul;USA;2001;1
24;185.42;88.45044;Georgia;USA;Undrafted;Undrafted
27;182.88;74.84268;Texas;USA;2003;1
25;205.74;102.0582;Southern California;USA;2009;1
24;200.66;107.954896;Oklahoma;USA;2009;2
30;205.74;97.52228;Kentucky;USA;2002;1
23;198.12;99.79024;Louisville;USA;2009;1
26;200.66;97.52228;None;Switzerland;2006;1
22;203.2;99.79024;Georgia Tech;USA;2007;1
30;190.5;78.017824;Maryland;USA;2003;2
37;208.28;106.59412;Wyoming;USA;1995;1
33;208.28;108.86208;Villanova;USA;1997;1
24;185.42;90.7184;Florida State;USA;2009;1
28;193.04;96.615096;Oklahoma State;USA;2004;1
34;210.82;108.86208;Texas Tech;USA;1997;1
28;187.96;81.64656;None;France;2001;1
31;203.2;101.151016;None;USA;1997;1
28;185.42;79.3786;Marquette;USA;2005;2
25;205.74;93.893544;None;USA;2003;1
31;195.58;102.965384;Austin Peay;USA;2001;2
24;203.2;95.25432;UCLA;USA;2004;2
32;208.28;113.398;Kentucky;USA;1998;1
34;210.82;117.93392;Wake Forest;US Virgin Islands;1997;1
23;203.2;104.32616;Connecticut;USA;2006;1
32;203.2;97.52228;Butler Community College;USA;1997;2
22;190.5;83.91452;Davidson;USA;2009;1
22;208.28;108.86208;California;USA;2008;1
34;205.74;98.883056;Iowa;USA;1998;2
27;200.66;111.13004;Providence;USA;2005;2
25;213.36;104.32616;UCLA;USA;2006;2
25;198.12;99.79024;Pittsburgh;USA;2009;2
33;210.82;113.398;Texas State;USA;1999;1
30;210.82;113.398;Seton Hall;Haiti;2001;1
26;200.66;106.59412;None;Montenegro;2003;1
26;200.66;92.98636;None;Slovenia;2004;1
34;208.28;113.398;California;New Zealand;1998;2
26;205.74;120.655472;North Carolina;USA;2005;1
28;198.12;97.52228;Oklahoma State;USA;Undrafted;Undrafted
23;208.28;106.59412;Boston College;USA;2007;1
20;208.28;106.59412;None;Democratic Republic of the Congo;2008;1
24;190.5;79.832192;None;Spain;2006;1
31;203.2;99.79024;Duke;USA;2001;1
24;193.04;95.25432;Michigan State;USA;2006;1
38;215.9;147.4174;Louisiana State;USA;1992;1
24;200.66;83.91452;None;USA;2004;1
26;208.28;107.047712;Duke;USA;Undrafted;Undrafted
32;200.66;103.418976;Nevada-Las Vegas;USA;1999;1
26;205.74;113.398;Duke;USA;2006;1
25;208.28;111.13004;South Florida;USA;2006;2
23;198.12;92.079176;Arkansas;USA;2008;2
25;182.88;79.3786;None;USA;2004;1
25;205.74;92.98636;Northwestern State;USA;Undrafted;Undrafted
30;190.5;88.45044;Missouri;USA;2000;1
26;175.26;81.64656;Washington;USA;2005;1
23;198.12;99.79024;Oregon;USA;2008;2
32;208.28;115.66596;Villanova;USA;Undrafted;Undrafted
27;190.5;83.91452;Illinois;USA;2005;1
25;205.74;99.79024;Duke;United Kingdom;2004;1
30;203.2;106.59412;Arizona;USA;2003;2
29;187.96;79.3786;Oregon;USA;2003;1
30;205.74;111.13004;None;Argentina;2002;2
23;203.2;104.32616;UCLA;Cameroon;2008;2
23;185.42;79.3786;None;USA;2005;2
27;205.74;107.954896;Nevada-Las Vegas;USA;Undrafted;Undrafted
39;187.96;88.45044;Jackson State;USA;1993;1
32;198.12;92.98636;None;Argentina;1999;2
25;190.5;86.18248;Tennessee-Martin;USA;2009;2
27;190.5;91.625584;None;Brazil;2003;1
25;203.2;113.398;None;USA;2003;1
31;195.58;83.91452;Saint Louis;USA;1998;1
30;208.28;104.32616;Rhode Island;USA;1999;1
24;210.82;108.86208;Texas;USA;2006;1
23;215.9;136.0776;None;Ukraine;2007;2
24;198.12;91.171992;Washington State;USA;2008;2
24;182.88;92.98636;Villanova;USA;2006;1
29;200.66;96.161504;Creighton;USA;2003;2
28;210.82;122.46984;None;USA;2001;1
37;205.74;104.32616;Texas Christian;USA;1995;1
26;203.2;108.86208;California;USA;2006;2
25;205.74;106.59412;Minnesota;USA;2004;1
25;215.9;120.20188;None;Spain;2007;2
24;195.58;90.7184;None;Italy;2007;1
30;210.82;111.13004;Notre Dame;USA;2001;1
28;198.12;97.52228;None;France;2003;1
30;198.12;97.52228;Ohio State;USA;2000;2
37;200.66;102.0582;Wisconsin;USA;1995;1
21;208.28;106.59412;Kansas State;USA;2008;1
30;200.66;117.93392;St. John's (NY);USA;1999;1
31;210.82;119.294696;None;Turkey;2001;2
31;195.58;99.79024;Texas;USA;Undrafted;Undrafted
29;198.12;96.161504;Notre Dame;USA;Undrafted;Undrafted
30;208.28;108.86208;Florida;USA;2003;2
30;200.66;102.511792;UCLA;USA;2002;2
26;210.82;108.86208;None;Poland;2005;2
24;205.74;108.86208;North Carolina;USA;2005;1
22;208.28;111.13004;Florida;USA;2008;1
29;198.12;90.7184;Auburn;USA;Undrafted;Undrafted
26;195.58;95.25432;Georgia Tech;USA;Undrafted;Undrafted
24;185.42;86.18248;Kansas;USA;2008;2
25;198.12;99.79024;Temple;USA;2006;1
24;190.5;92.98636;Connecticut;USA;2006;1
23;193.04;92.98636;Louisiana State;USA;2009;2
24;200.66;104.32616;Wisconsin;USA;Undrafted;Undrafted
29;208.28;104.32616;Tennessee;USA;2002;1
36;210.82;106.59412;Massachusetts;USA;1996;1
28;187.96;92.98636;Nevada-Las Vegas;USA;2003;1
23;200.66;106.59412;None;USA;2005;1
23;208.28;127.00576;Midland;Australia;2008;2
21;213.36;120.20188;Ohio State;USA;2008;1
29;190.5;86.18248;Kansas;USA;2003;1
28;200.66;102.0582;Oklahoma State;USA;2005;1
26;203.2;121.562656;Memphis;USA;2008;2
30;215.9;111.13004;Minnesota;USA;2000;1
27;205.74;111.13004;Nevada-Las Vegas;Canada;Undrafted;Undrafted
34;208.28;102.0582;Maryland;USA;1995;1
29;200.66;108.86208;Arkansas;USA;2001;1
23;203.2;104.32616;West Virginia;USA;2008;1
22;193.04;94.347136;Kentucky;USA;2009;2
25;210.82;105.233344;Florida;USA;2007;1
21;190.5;90.7184;Arizona;USA;2008;1
35;198.12;98.883056;North Carolina;USA;1995;1
24;213.36;112.037224;None;France;2005;1
23;193.04;95.25432;Central Florida;USA;2009;2
22;187.96;81.64656;Wake Forest;USA;2009;1
23;205.74;106.59412;Georgetown;USA;2007;1
29;205.74;104.32616;Duke;USA;2002;1
27;198.12;106.59412;Rice;USA;Undrafted;Undrafted
35;187.96;85.275296;Duquesne;USA;Undrafted;Undrafted
30;203.2;98.883056;Florida;USA;2000;1
31;177.8;81.64656;Rice;USA;Undrafted;Undrafted
34;213.36;102.0582;Nebraska;USA;Undrafted;Undrafted
27;185.42;86.18248;Alabama;USA;2003;2
24;190.5;81.64656;None;USA;2005;2
32;200.66;99.79024;Michigan State;USA;2000;1
31;210.82;115.66596;None;USA;1996;1
31;198.12;92.98636;None;USA;1996;1
30;198.12;93.893544;Miami (FL);USA;2002;1
23;208.28;104.779752;None;Sweden;2009;2
37;187.96;88.45044;Connecticut;USA;Undrafted;Undrafted
27;200.66;83.91452;Western Carolina;USA;2004;1
21;208.28;117.93392;UCLA;USA;2008;1
34;210.82;114.758776;None;USA;1995;1
21;205.74;104.32616;Texas;USA;2007;1
32;205.74;108.86208;Cincinnati;USA;2000;1
32;200.66;111.13004;New Mexico;USA;1999;1
25;208.28;127.00576;None;USA;2003;1
26;195.58;99.79024;Kentucky;England;Undrafted;Undrafted
30;195.58;97.52228;Kentucky;USA;2003;2
29;198.12;97.52228;Missouri;USA;2002;1
23;200.66;115.66596;Washington;USA;2009;2
37;205.74;114.758776;Michigan;USA;1994;1
20;193.04;81.64656;UCLA;USA;2009;1
24;205.74;108.86208;None;USA;2004;1
27;205.74;108.86208;North Carolina State;USA;Undrafted;Undrafted
23;208.28;108.86208;Duke;USA;2007;2
30;200.66;95.25432;Wake Forest;USA;2003;1
25;208.28;108.86208;Connecticut;USA;2006;1
28;190.5;95.25432;None;Spain;Undrafted;Undrafted
22;208.28;106.59412;Arizona;USA;2009;1
23;187.96;81.64656;UCLA;USA;2006;1
21;182.88;83.91452;Syracuse;USA;2009;1
29;213.36;104.32616;None;USA;1999;1
23;203.2;102.0582;Kansas;USA;2007;1
22;180.34;88.45044;North Carolina;USA;2009;1
21;210.82;113.398;Texas A&M;USA;2008;2
20;198.12;99.79024;Memphis;USA;2009;1
25;182.88;79.3786;Wake Forest;USA;2005;1
28;213.36;120.20188;Central Michigan;USA;2003;1
25;210.82;108.86208;Michigan;USA;Undrafted;Undrafted
27;185.42;86.18248;Duke;USA;2004;2
23;200.66;95.25432;Memphis;USA;2008;2
26;208.28;104.32616;Georgia Tech;USA;2003;1
31;208.28;103.418976;Blinn;USA;Undrafted;Undrafted
33;190.5;91.625584;Colorado;USA;1997;1
22;200.66;98.883056;Arizona;USA;2009;2
25;210.82;105.233344;Connecticut;USA;2005;1
31;190.5;90.7184;Michigan State;USA;Undrafted;Undrafted
27;210.82;111.13004;Arizona;USA;2005;1
24;190.5;86.18248;Cleveland State;USA;Undrafted;Undrafted
25;200.66;99.79024;Kansas State;USA;Undrafted;Undrafted
30;200.66;103.418976;Connecticut;USA;2002;1
26;203.2;104.32616;Syracuse;USA;2003;1
27;198.12;104.32616;None;Argentina;2003;1
28;205.74;120.655472;Duke;USA;2002;2
30;187.96;91.625584;Florida International;Puerto Rico;Undrafted;Undrafted
26;205.74;112.490816;Purdue;USA;2007;2
23;198.12;102.965384;None;USA;2005;2
26;187.96;79.3786;Tennessee;USA;Undrafted;Undrafted
21;213.36;124.7378;Ohio State;USA;2009;1
26;187.96;79.3786;Notre Dame;USA;Undrafted;Undrafted
25;205.74;116.119552;Florida;USA;2007;2
27;208.28;106.59412;Maryland;USA;2002;1
27;198.12;107.954896;Kentucky;USA;Undrafted;Undrafted
